row_id,question_group_id,question,original_question,bloom_level,legacy_bloom_level,source_document,source_paragraph,quality_flags,split
pone-row-c1e09f331de72e4f,pone-question-f3fe2120cf6b82a6,Can you explain what is happening . . . what is meant . . .?,Can you explain what is happening . . . what is meant . . .? ,understand,comprehension,pone.0230442.s001.docx,31,none,train
pone-row-ceb93031a7af924e,pone-question-7d2754fe5cb7be41,Class Facility is an abstract class. Explain what this means,Class Facility is an abstract class. Explain what this means,understand,comprehension,pone.0230442.s001.docx,32,none,train
pone-row-6cbaf093f0fdc086,pone-question-37c16675a7df2c3b,Draw a diagram explaining how air pressure affects the weather.,Draw a diagram explaining how air pressure affects the weather.,understand,comprehension,pone.0230442.s001.docx,33,missing_context,train
pone-row-fcaeb0f744873740,pone-question-1df37a09d6602a5e,Describe how interest rates affect the economy,Describe how interest rates affect the economy,understand,comprehension,pone.0230442.s001.docx,34,none,train
pone-row-c1ee4fd16ebbf712,pone-question-4a860c66a79210f9,Explain why the story has the title that it does.,Explain why the story has the title that it does.,understand,comprehension,pone.0230442.s001.docx,36,missing_context,train
pone-row-1cafc1d41b0f768d,pone-question-c89c69a3849489e6,Explain what is happening...,Explain what is happening...,understand,comprehension,pone.0230442.s001.docx,38,placeholder,train
pone-row-b557d3ecb62eee41,pone-question-7d26cc3bba8994cb,Explain what is meant.,Explain what is meant.,understand,comprehension,pone.0230442.s001.docx,39,none,train
pone-row-e5c2e1a9b1a582c8,pone-question-eceb20444945baa5,How would you explain...?,How would you explain...?,understand,comprehension,pone.0230442.s001.docx,41,placeholder,train
pone-row-e154613fda79085b,pone-question-535d1cbfdce6e038,How would you express ________________?,How would you express ________________?,understand,comprehension,pone.0230442.s001.docx,42,placeholder,train
pone-row-fda11f1f7915eec0,pone-question-efa774371322c888,How can you describe _____________?,How can you describe _____________?,understand,comprehension,pone.0230442.s001.docx,43,placeholder,train
pone-row-e0d6003e9274f4d0,pone-question-3f25a2eeca1f5d41,How would you classify the type of ...?,How would you classify the type of ...?,understand,comprehension,pone.0230442.s001.docx,44,placeholder,train
pone-row-fa2525c9f47da6dc,pone-question-1f6473b661cd98c3,How can you explain what is meant ...?,How can you explain what is meant ...?,understand,comprehension,pone.0230442.s001.docx,45,placeholder,train
pone-row-361e65c7bfc7a0d0,pone-question-7117c3f03ef59240,Identify three mistakes from the passage and correct them.,Identify three mistakes from the passage and correct them.,understand,comprehension,pone.0230442.s001.docx,48,missing_context,train
pone-row-099e21119a248df0,pone-question-2e79810c0579a071,Put in your own words...,Put in your own words…,understand,comprehension,pone.0230442.s001.docx,51,placeholder,train
pone-row-a63af1faa5a657e6,pone-question-2f6e70c2d462633a,What is the difference between atomic and molecular mass?,What is the difference between atomic and molecular mass?,understand,comprehension,pone.0230442.s001.docx,52,none,train
pone-row-a111ed6325f9acd9,pone-question-e35bbf9112b58153,"In your own words, tell what the story is about.","In your own words, tell what the story is about.",understand,comprehension,pone.0230442.s001.docx,53,missing_context,train
pone-row-f64785aafe76cbdc,pone-question-f38f16ae7972f24b,Design or sketch a marketing strategy for your product using a known strategy as a model.,Design or sketch a marketing strategy for your product using a known strategy as a model.,apply,application,pone.0230442.s001.docx,58,none,train
pone-row-d5d8db7c0c8c5954,pone-question-58bfcc3d51f81cec,Sketch an experiment to see how plants grow in different kinds of soil.,Sketch an experiment to see how plants grow in different kinds of soil.,apply,application,pone.0230442.s001.docx,59,none,train
pone-row-92df2fa28f06973f,pone-question-e2a20ff6798ed159,Interpret the graph and state how many trees were cut down to produce paper.,Interpret the graph and state how many trees were cut down to produce paper.,apply,application,pone.0230442.s001.docx,62,missing_context,train
pone-row-1709b4140eb8a031,pone-question-5534ad27615b3559,How does the law of supply and demand explain the current increase in the price of fruit?,How does the law of supply and demand explain the current increase in the price of fruit?,apply,application,pone.0230442.s001.docx,63,none,train
pone-row-8273dd05aea22a5b,pone-question-0f493b7604eefd14,Predict what would happen if ...,Predict what would happen if ...,apply,application,pone.0230442.s001.docx,64,placeholder,train
pone-row-93d65bc60f459c77,pone-question-07a268f1ad2d61d1,Write a textbook about this topic for others.,Write a textbook about this topic for others.,apply,application,pone.0230442.s001.docx,65,none,train
pone-row-8f2143f4bc2d94f3,pone-question-2c8d6e3bf5f751fd,Write an explanation about this topic for others,Write an explanation about this topic for others,apply,application,pone.0230442.s001.docx,67,none,train
pone-row-5864147880a3a463,pone-question-acd21f33960bfb51,Write a C++ statement to declare a variable of type musicType name MyTune.,Write a C++ statement to declare a variable of type musicType name MyTune.,apply,application,pone.0230442.s001.docx,68,none,train
pone-row-e453833c8b815f73,pone-question-e11440ac7bdc931d,Draw an illustration of the linked list after the execution of each of the statement below. (Use the original illustration for each question).,Draw an illustration of the linked list after the execution of each of the statement below. (Use the original illustration for each question).,apply,application,pone.0230442.s001.docx,69,missing_context,train
pone-row-0ba57cea6b2e8fb6,pone-question-f73eae4a189ad9ec,Write the definition of displaySize() method for each class,Write the definition of displaySize() method for each class,apply,application,pone.0230442.s001.docx,70,none,train
pone-row-bf73cb21377a1822,pone-question-533f04a3c1dc62f9,Suggest a way to deal with this scenario,Suggest a way to deal with this scenario,apply,application,pone.0230442.s001.docx,71,none,train
pone-row-187836e56189b00a,pone-question-d164b309c005f36c,Choose the best statements that apply ...,Choose the best statements that apply ...,apply,application,pone.0230442.s001.docx,72,placeholder,train
pone-row-f441c496f29c4fe4,pone-question-724cf226e46a7761,Analyze the selected information.,Analyze the selected information.,analyze,analysis,pone.0230442.s001.docx,76,missing_context,train
pone-row-aca554d87b81d95a,pone-question-81c4fc6bd1bf11c5,Can you discriminate the difference parts . . . ?,Can you discriminate the difference parts . . . ? ,analyze,analysis,pone.0230442.s001.docx,77,possible_language_error,train
pone-row-528c938b878985a6,pone-question-6614829b4f880ac1,Discriminate the pros and cons of ____.,Discriminate the pros and cons of ____.,analyze,analysis,pone.0230442.s001.docx,78,placeholder,train
pone-row-edc10c19ec759096,pone-question-db0e21a30e71b032,How can you categorize ____ according to...?,How can you categorize ____ according to...?,analyze,analysis,pone.0230442.s001.docx,80,placeholder,train
pone-row-6dcb35c2dd0feb03,pone-question-88bd3b78211f2758,How can you distinguish the different parts of_____?,How can you distinguish the different parts of_____?,analyze,analysis,pone.0230442.s001.docx,81,placeholder,train
pone-row-aa507bf35ab426c6,pone-question-a3282ad5cd7696be,Analyze a distinction. State the point of view of . . .,Analyze a distinction. State the point of view of . . .,analyze,analysis,pone.0230442.s001.docx,84,none,train
pone-row-6b4028a80ab9368d,pone-question-2b711f579bbe08f9,"Analyze a work of art in terms of form, color and texture.","Analyze a work of art in terms of form, color and texture.",analyze,analysis,pone.0230442.s001.docx,86,none,train
pone-row-1744a6d299d5d7ed,pone-question-0b7ddf107e881796,Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},analyze,analysis,pone.0230442.s001.docx,88,missing_context,train
pone-row-ab34eaf083dd981d,pone-question-81f808af85e3a9cd,What distinctions can be made about...and...?,What distinctions can be made about...and...?,analyze,analysis,pone.0230442.s001.docx,89,placeholder,train
pone-row-59cc0ccf4d98cf52,pone-question-5763fdad424a08de,What is the relationship between probability and statistical analysis?,What is the relationship between probability and statistical analysis?,analyze,analysis,pone.0230442.s001.docx,90,none,train
pone-row-571a79aa9d2a680d,pone-question-2fe65a0a60aff283,Draw a diagram to show the memory configuration after the following statements ....,Draw a diagram to show the memory configuration after the following statements .... ,analyze,analysis,pone.0230442.s001.docx,92,placeholder|missing_context,train
pone-row-fd29addb0ca9840a,pone-question-dd2262807d37e396,Compare and contrast the two items and produce a summary of their similarities and differences,Compare and contrast the two items and produce a summary of their similarities and differences,analyze,analysis,pone.0230442.s001.docx,94,none,train
pone-row-94689ba315f57e88,pone-question-96a8e4063b7a6f9a,Develop a set of criteria for distinguishing between a good and bad example of this.,Develop a set of criteria for distinguishing between a good and bad example of this.,analyze,analysis,pone.0230442.s001.docx,95,none,train
pone-row-b2a62beeb8cb65a4,pone-question-e6900cb0cdbd69a2,"While the futures market is too risky for most investors, this risk creates the opportunities for large returns. Discuss.","While the futures market is too risky for most investors, this risk creates the opportunities for large returns. Discuss.",analyze,analysis,pone.0230442.s001.docx,97,none,train
pone-row-5a09bac3ec514647,pone-question-56dc2f2c733bc7ec,What evidence can you list for...,What evidence can you list for...,analyze,analysis,pone.0230442.s001.docx,98,placeholder,train
pone-row-605ac2d60d26704a,pone-question-1e1bbb8b422a3a74,Create several different strategies to solve a mathematical problem.,Create several different strategies to solve a mathematical problem. ,create,synthesis,pone.0230442.s001.docx,101,none,train
pone-row-beb2f8bd98544505,pone-question-ceeb6adbf92d075c,Can you propose an alternative plan to . . . ?,Can you propose an alternative plan to . . . ?,create,synthesis,pone.0230442.s001.docx,102,none,train
pone-row-7e4b9209de707dfe,pone-question-f044596a7e381be6,Can you develop method to handle the following case . . . ?,Can you develop method to handle the following case . . . ? ,create,synthesis,pone.0230442.s001.docx,103,missing_context,train
pone-row-94f1ecb88be17678,pone-question-42cd8cf4d4d890f9,Can you think of an original way for collect and develop the . . . ?,Can you think of an original way for collect and develop the . . . ?,create,synthesis,pone.0230442.s001.docx,105,none,train
pone-row-1da74c507bb0bce0,pone-question-329e39de66e48bb7,Develop a menu for a new healthy foods restaurant,Develop a menu for a new healthy foods restaurant,create,synthesis,pone.0230442.s001.docx,106,none,train
pone-row-d14e387107b4d3b4,pone-question-137aa3270bd000bc,Design a scientific study to test the effect of different kinds of music on hens’ egg production.,Design a scientific study to test the effect of different kinds of music on hens’ egg production.,create,synthesis,pone.0230442.s001.docx,107,none,train
pone-row-f4d06b2ab4843310,pone-question-1177ea28179d0d77,Design a building to house your study.,Design a building to house your study.,create,synthesis,pone.0230442.s001.docx,108,none,train
pone-row-0cc31a0aa58f5f26,pone-question-141404606e0a5cf7,Create several scientific hypotheses to ...,Create several scientific hypotheses to …,create,synthesis,pone.0230442.s001.docx,111,placeholder,train
pone-row-933bc1a8eb24c92b,pone-question-7eb5db9479b67aad,Propose an alternative way to solve ...,Propose an alternative way to solve …  ,create,synthesis,pone.0230442.s001.docx,112,placeholder,train
pone-row-bd83335bfa722dda,pone-question-188334d643fd8451,Propose a set of alternatives for reducing dependence on fossil fuels that address both economic and environmental concerns.,Propose a set of alternatives for reducing dependence on fossil fuels that address both economic and environmental concerns.,create,synthesis,pone.0230442.s001.docx,113,none,train
pone-row-faae934a68873fbc,pone-question-ede78f4e1c67171c,"Rewrite the story briefly, but change someone or something in it. (For example, substitute a dog for a wolf in The Three Little Pigs).","Rewrite the story briefly, but change someone or something in it. (For example, substitute a dog for a wolf in The Three Little Pigs).",create,synthesis,pone.0230442.s001.docx,115,missing_context,train
pone-row-7a3035954a0484d5,pone-question-41fb9c58cf32c2e7,What hypotheses can you develop based on the data ? Why ?,What hypotheses can you develop based on the data ? Why ?,create,synthesis,pone.0230442.s001.docx,117,none,train
pone-row-649c488b5a304ca9,pone-question-aa10fa970e2dc943,"Write a TV show play, puppet show, role play, song or pantomime about..","Write a TV show play, puppet show, role play, song or pantomime about..",create,synthesis,pone.0230442.s001.docx,120,none,train
pone-row-6bb191fccc5576b1,pone-question-2c07a39a780ac6d3,Write a poem about the story.,Write a poem about the story.,create,synthesis,pone.0230442.s001.docx,121,missing_context,train
pone-row-ede027735a7c4e56,pone-question-801ce461dfab5aa3,Write a JAVA program to show the Overloading concept,Write a JAVA program to show the Overloading concept,create,synthesis,pone.0230442.s001.docx,124,none,train
pone-row-0ed67fba3f136fd1,pone-question-ff1fc0c7870ec700,"Write a program to calculate the SQRT for Array elements, you may use the Math class function (sqrt), the Array should include 5 Integer elements. The output should be the array elements along with their SQRT value.","Write a program to calculate the SQRT for Array elements, you may use the Math class function (sqrt), the Array should include 5 Integer elements. The output should be the array elements along with their SQRT value.",create,synthesis,pone.0230442.s001.docx,126,none,train
pone-row-62c14ab28e4010e2,pone-question-10e51c1fea1665b1,Construct an alternative way to ...,Construct an alternative way to ...,create,synthesis,pone.0230442.s001.docx,128,placeholder,train
pone-row-1297f2206f39607b,pone-question-e3c55d562271eb03,Merge the different ideas into a single solution.,Merge the different ideas into a single solution.,create,synthesis,pone.0230442.s001.docx,130,none,train
pone-row-00e207fb7be286f0,pone-question-e1e7ab85e5375fb9,Can you defend your position about ... ?,Can you defend your position about ... ?,evaluate,evaluation,pone.0230442.s001.docx,133,placeholder,train
pone-row-8f864460a3e06920,pone-question-57496cb5568ed008,Can you assess the value or importance of . . . ?,Can you assess the value or importance of . . . ?,evaluate,evaluation,pone.0230442.s001.docx,134,none,train
pone-row-720e227828a44cb6,pone-question-d0cbd434b4ceb8be,What limitation does X have?,What limitation does X have? ,evaluate,evaluation,pone.0230442.s001.docx,135,none,train
pone-row-89603d339829c3a4,pone-question-7c014c5ee9b14821,Develop a proof ... and justify each step ...,Develop a proof ... and justify each step ... ,evaluate,evaluation,pone.0230442.s001.docx,136,placeholder,train
pone-row-67fb0f6aa187ef91,pone-question-d1843235de1e7486,"""Don’t use public instance variables"" is defensive programming techniques. discuss why it is good advice?","""Don’t use public instance variables"" is defensive programming techniques. discuss why it is good advice?",evaluate,evaluation,pone.0230442.s001.docx,137,none,train
pone-row-2e922c28e9a35c5f,pone-question-00464103a8710785,How would you justify . . . ?,How would you justify . . . ?,evaluate,evaluation,pone.0230442.s001.docx,138,none,train
pone-row-c0b350841faed3b1,pone-question-eb2347be62fe43a6,Judge the value of... What do you think about...?,Judge the value of... What do you think about...?,evaluate,evaluation,pone.0230442.s001.docx,139,placeholder,train
pone-row-00c07b370187a882,pone-question-7d98cf5d0e46ba0b,Judge how well a project meets the criteria of a rubric.,Judge how well a project meets the criteria of a rubric.,evaluate,evaluation,pone.0230442.s001.docx,140,none,train
pone-row-19b14321de40400d,pone-question-4a9b11b7864927c7,Judge the validity of arguments for and against astrology,Judge the validity of arguments for and against astrology,evaluate,evaluation,pone.0230442.s001.docx,141,none,train
pone-row-9b745f0a5a0f9cdf,pone-question-ffa6eb89f4ba4d22,"Prepare a case to present, and evaluate your view about ...","Prepare a case to present, and evaluate your view about ...",evaluate,evaluation,pone.0230442.s001.docx,144,placeholder,train
pone-row-e784ddc21d16761a,pone-question-be9d9dd5ccd1854c,Prepare a list of criteria to judge ... Evaluate expressions,Prepare a list of criteria to judge ... Evaluate expressions,evaluate,evaluation,pone.0230442.s001.docx,145,placeholder,train
pone-row-ed77e7aed6a23d64,pone-question-f729d57aa0c4072e,What data was used to evaluate ____________?,What data was used to evaluate ____________?,evaluate,evaluation,pone.0230442.s001.docx,147,placeholder,train
pone-row-3d810b933a7eab3b,pone-question-1bbeafc123f4d8b6,What judgments can you make about...?,What judgments can you make about...? ,evaluate,evaluation,pone.0230442.s001.docx,148,placeholder,train
pone-row-1bb70e29b55521bd,pone-question-cd3c63246a384751,What criteria would you use to assess...?,What criteria would you use to assess...? ,evaluate,evaluation,pone.0230442.s001.docx,149,placeholder|exact_duplicate,train
pone-row-876f19a71aa5cd24,pone-question-fa1c0b78c5a83d06,What criteria would you use to evaluate if your answer is correct?,What criteria would you use to evaluate if your answer is correct?,evaluate,evaluation,pone.0230442.s001.docx,150,none,train
pone-row-f8b994fdb5e74be8,pone-question-e0e293078dc3caa4,Can you justify the decisions you have made ?,Can you justify the decisions you have made ? ,evaluate,evaluation,pone.0230442.s001.docx,153,none,train
pone-row-4594c706bafe268a,pone-question-f1ccb0423379bcc8,How would you rank the items given the criteria ?,How would you rank the items given the criteria ?,evaluate,evaluation,pone.0230442.s001.docx,154,none,train
pone-row-0ba46641d208cee7,pone-question-14973868598e7051,"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.","Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",evaluate,evaluation,pone.0230442.s001.docx,155,missing_context,train
pone-row-7307a9b923c00469,pone-question-1af68e33d7d4c87e,About what proportion of the population of the US is living on farms?,About what proportion of the population of the US is living on farms?,remember,knowledge,pone.0230442.s002.docx,2,none,train
pone-row-89713b3ba2c0e8c2,pone-question-fc4db31f6df23035,Correctly label the brain lobes indicated on the diagram below,Correctly label the brain lobes indicated on the diagram below,remember,knowledge,pone.0230442.s002.docx,3,missing_context,train
pone-row-c1aa347e29ac0f8b,pone-question-af04ad9f288ce118,Define four types of traceability.,Define four types of traceability.,remember,knowledge,pone.0230442.s002.docx,5,none,train
pone-row-f2254fb982000fad,pone-question-55b44728bfd2185d,Define mercantilism.,Define mercantilism.,remember,knowledge,pone.0230442.s002.docx,6,very_short,train
pone-row-b7960100bfa8dcee,pone-question-40b59fae66c01c50,Define the meaning of the Olympic Motto.,Define the meaning of the Olympic Motto.,remember,knowledge,pone.0230442.s002.docx,8,none,train
pone-row-a73de13751756e99,pone-question-0c157b5479c7bb91,Draw and label a diagram of a typical stream.,Draw and label a diagram of a typical stream.,remember,knowledge,pone.0230442.s002.docx,9,missing_context,train
pone-row-634614a822e87767,pone-question-e809c4d933ba7fbb,Draw the basic outline of a page of notes using the Cornell Method?,Draw the basic outline of a page of notes using the Cornell Method?,remember,knowledge,pone.0230442.s002.docx,10,none,train
pone-row-59c4d028eef0040a,pone-question-692c687902abbb63,Draw the block diagram of the central processing unit,Draw the block diagram of the central processing unit ,remember,knowledge,pone.0230442.s002.docx,11,missing_context,train
pone-row-35a057d96eee77ff,pone-question-eb21985ad1a11f1c,How many kilometers from your home to the university,How many kilometers from your home to the university,remember,knowledge,pone.0230442.s002.docx,14,none,train
pone-row-a00a2a29193453df,pone-question-a6ace64df4dc180a,How many states are there in USA,How many states are there in USA,remember,knowledge,pone.0230442.s002.docx,16,none,train
pone-row-2e99f340ef119338,pone-question-95439005d3fd2ab5,How many years does this animal live?,How many years does this animal live?,remember,knowledge,pone.0230442.s002.docx,17,none,train
pone-row-1ae4b420dc3bf289,pone-question-6fe3a9b17f22f077,How much data can be stored in the cach memory,How much data can be stored in the cach memory,remember,knowledge,pone.0230442.s002.docx,18,possible_language_error,train
pone-row-34b585051f4f8301,pone-question-f45409545e573524,How much did he pay for his car,How much did he pay for his car,remember,knowledge,pone.0230442.s002.docx,19,none,train
pone-row-ac23a61d686efc57,pone-question-f389ea1074f7728e,How much is your weight,How much is your weight,remember,knowledge,pone.0230442.s002.docx,20,none,train
pone-row-fb5f88819e947eb8,pone-question-014769c72e1d3c32,How much time did he took to build a house,How much time did he took to build a house,remember,knowledge,pone.0230442.s002.docx,21,possible_language_error,train
pone-row-884703167cf1f623,pone-question-4b1e010fa4d6a492,How much water does an elephant drink,How much water does an elephant drink,remember,knowledge,pone.0230442.s002.docx,22,none,train
pone-row-12b87f41223835ad,pone-question-92cc7e7f69aa79fc,Identify a phrase as a simile,Identify a phrase as a simile,remember,knowledge,pone.0230442.s002.docx,23,none,train
pone-row-2bb9743a49527c5d,pone-question-da8a39919b0c1ebc,Identify the five major prophets of the Old Testament.,Identify the five major prophets of the Old Testament.,remember,knowledge,pone.0230442.s002.docx,28,none,train
pone-row-e0b15ec841100add,pone-question-80a822cd80edfc0d,in which continent does the state of suriname fall,in which continent does the state of suriname fall,remember,knowledge,pone.0230442.s002.docx,32,none,train
pone-row-6bdf6910cad53e3b,pone-question-e131c6b68c3e0ef6,in which countries is arabic language spoken,in which countries is arabic language spoken,remember,knowledge,pone.0230442.s002.docx,33,none,train
pone-row-e1035682efe2fa5b,pone-question-3d8723e06623f029,In Which part of the world does he live,In Which part of the world does he live ,remember,knowledge,pone.0230442.s002.docx,34,none,train
pone-row-4cd6b3a617f673c0,pone-question-c3017acde6144971,Label any Olympic sporting apparatus with design features.,Label any Olympic sporting apparatus with design features.,remember,knowledge,pone.0230442.s002.docx,35,none,train
pone-row-36925ad75734f665,pone-question-153770a4220105b0,Label the parts of the following insects: Grasshopper,Label the parts of the following insects: Grasshopper,remember,knowledge,pone.0230442.s002.docx,36,missing_context,train
pone-row-7200fd9d6ff87995,pone-question-e545226839697153,Label the parts of the microscope shown on the right, Label the parts of the microscope shown on the right,remember,knowledge,pone.0230442.s002.docx,37,none,train
pone-row-98b78accc7472b18,pone-question-e5afc3e11d8ba320,List four types of clauses mentioned in the article,List four types of clauses mentioned in the article,remember,knowledge,pone.0230442.s002.docx,38,missing_context,train
pone-row-bee37e1dbfd3362f,pone-question-643dc8b14763accd,List the characteristics peculiar to the Cubist movement.,List the characteristics peculiar to the Cubist movement.,remember,knowledge,pone.0230442.s002.docx,40,none,train
pone-row-258b84e7d0053445,pone-question-9bfd36f3bdfa529f,List the levels in Bloom's Taxonomy.,List the levels in Bloom's Taxonomy.,remember,knowledge,pone.0230442.s002.docx,41,none,train
pone-row-b5a97b7a8efb7465,pone-question-0a657d91037ffcc0,List the procedure to draw a mixed potential or Evans' diagram,List the procedure to draw a mixed potential or Evans' diagram,remember,knowledge,pone.0230442.s002.docx,42,missing_context,train
pone-row-0dc0eb98566ec000,pone-question-f4ae65a8c27416f7,List three characteristics that are unique to the Cubist movement.,List three characteristics that are unique to the Cubist movement.,remember,knowledge,pone.0230442.s002.docx,44,none,train
pone-row-c216831474e8995b,pone-question-b662ce95eb8fdc2c,Look at the symbol. What is the symbol’s purpose on a map?,Look at the symbol. What is the symbol’s purpose on a map?,remember,knowledge,pone.0230442.s002.docx,46,none,train
pone-row-977a7cdfa6552fae,pone-question-58732a63c1b3e1e1,Make a list of facts you learned from the story.,Make a list of facts you learned from the story.,remember,knowledge,pone.0230442.s002.docx,47,missing_context,train
pone-row-34d9d6734dc3d38a,pone-question-698b5ef92dde5738,Name 5 steps that follow the taking of notes (within 24 hours or less)?,Name 5 steps that follow the taking of notes (within 24 hours or less)?,remember,knowledge,pone.0230442.s002.docx,48,none,train
pone-row-728820b590afc9a4,pone-question-bffbd7c369edc745,Name the artist who painted the Mona Lisa.,Name the artist who painted the Mona Lisa.,remember,knowledge,pone.0230442.s002.docx,49,none,train
pone-row-b6b67d156a154a39,pone-question-c926795752298c18,Name the food groups and at least two items of food in each group.,Name the food groups and at least two items of food in each group.,remember,knowledge,pone.0230442.s002.docx,50,none,train
pone-row-bb525126a1121530,pone-question-b1d3c8a349baa5d0,Name the four major food groups.,Name the four major food groups.,remember,knowledge,pone.0230442.s002.docx,51,none,train
pone-row-1e35af755edbad84,pone-question-76eaee135ff80690,Please label the diagram below:,Please label the diagram below:,remember,knowledge,pone.0230442.s002.docx,54,missing_context,train
pone-row-f4dbc4bea8650c22,pone-question-a6115b314bd501bb,Recall basic math facts,Recall basic math facts,remember,knowledge,pone.0230442.s002.docx,55,none,train
pone-row-1a7fffb6888415ee,pone-question-74c07ee82671c4e7,Recall locations of a historical events,Recall locations of a historical events,remember,knowledge,pone.0230442.s002.docx,56,none,train
pone-row-65727f9be92a90b3,pone-question-f9843be8fcb2591a,Recall the definition of the formula datatype from your assignment 2.,Recall the definition of the formula datatype from your assignment 2.,remember,knowledge,pone.0230442.s002.docx,57,none,train
pone-row-a8f13a5b425ad5e7,pone-question-2c873476382c940d,Recall the equation for the Ideal Gas Law.,Recall the equation for the Ideal Gas Law.,remember,knowledge,pone.0230442.s002.docx,58,none,train
pone-row-103d51d6cac9f8c6,pone-question-948193de38202bef,recall the supply voltage constraints,recall the supply voltage constraints,remember,knowledge,pone.0230442.s002.docx,60,none,train
pone-row-cea9374f44085e0a,pone-question-20d46720f10fa342,"Recite the poem ""Auto Wreck"".","Recite the poem ""Auto Wreck"".",remember,knowledge,pone.0230442.s002.docx,62,none,train
pone-row-6595d95ee68fee78,pone-question-55b138d896fcc834,Recite the principles of the Data Protection Act.,Recite the principles of the Data Protection Act.,remember,knowledge,pone.0230442.s002.docx,63,none,train
pone-row-eab694f54b6bca85,pone-question-7d1bda941eb16cbe,State how to find a word in a dictionary,State how to find a word in a dictionary,remember,knowledge,pone.0230442.s002.docx,66,none,train
pone-row-e87a9dfd95702394,pone-question-0d9f6dba718f3568,State the characteristics of each type of corrosion testing studied,State the characteristics of each type of corrosion testing studied,remember,knowledge,pone.0230442.s002.docx,67,none,train
pone-row-2c12492bf85720bb,pone-question-11cd497073159a4f,State the definition of application in Bloom's Taxonomy.,State the definition of application in Bloom's Taxonomy.,remember,knowledge,pone.0230442.s002.docx,68,none,train
