row_id,question_group_id,question,bloom_level,source_category,source_document,quality_flags
bloom-csv-row-364ba50ee25c0cc1,bloom-csv-question-da8a39919b0c1ebc,Identify the five major prophets of the Old Testament.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-5c60e4ba58813f26,bloom-csv-question-e012e2b8ac998882,Identify the part of a eukaryotic cell.,remember,BT1,blooms_taxonomy_dataset_v1.csv,possible_language_error|overlap_with_pone
bloom-csv-row-5dc97f486c8baf6a,bloom-csv-question-247154ee87381a4a,Identify the standard peripheral components of a computer.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-0ceb66b1063fb0c5,bloom-csv-question-9cbde95a8f4e116f,Identify which word begins with the same sound as the s in sun (Knowledge of letter s),remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-36acba0008790a33,bloom-csv-question-e131c6b68c3e0ef6,in which countries is arabic language spoken,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-56caf01951198516,bloom-csv-question-80a822cd80edfc0d,in which continent does the state of suriname fall,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ac62c1e4f86b8030,bloom-csv-question-3d8723e06623f029,In Which part of the world does he live,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ebec431a1ef75850,bloom-csv-question-c3017acde6144971,Label any Olympic sporting apparatus with design features.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-15b7cf3ab1074d06,bloom-csv-question-153770a4220105b0,Label the parts of the following insects: Grasshopper,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-f9b4b01adf7ee420,bloom-csv-question-e545226839697153,Label the parts of the microscope shown on the right,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-e94c00589fcb3284,bloom-csv-question-e5afc3e11d8ba320,List four types of clauses mentioned in the article,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-8cd1e47887c3c7d2,bloom-csv-question-c6ba3e395b6c89da,List reserved words in C programming.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-64bf21d33079d477,bloom-csv-question-643dc8b14763accd,List the characteristics peculiar to the Cubist movement.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-f89106db39fc533e,bloom-csv-question-9bfd36f3bdfa529f,List the levels in Bloom's Taxonomy.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-e91cb4af219d4475,bloom-csv-question-0a657d91037ffcc0,List the procedure to draw a mixed potential or Evans' diagram,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-4e9fe2d89ad50ea2,bloom-csv-question-5f236a5cd338a3d6,List the steps involved in titration.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-065d337455824c3e,bloom-csv-question-f4ae65a8c27416f7,List three characteristics that are unique to the Cubist movement.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-439523784d5a6baa,bloom-csv-question-31ca1e193285f90f,List three predominant economic systems that exist,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b15458ffbd16e0a1,bloom-csv-question-02b6247ad7d0708d,Look at the symbol. What is the symbol's purpose on a map?,remember,BT1,blooms_taxonomy_dataset_v1.csv,encoding_normalized
bloom-csv-row-7be38aaf09a4df46,bloom-csv-question-58732a63c1b3e1e1,Make a list of facts you learned from the story.,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-573751a814c880d0,bloom-csv-question-698b5ef92dde5738,Name 5 steps that follow the taking of notes (within 24 hours or less)?,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-3b686fdbffdb9886,bloom-csv-question-bffbd7c369edc745,Name the artist who painted the Mona Lisa.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-33bf682eefcd3032,bloom-csv-question-c926795752298c18,Name the food groups and at least two items of food in each group.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-560166f01d08479d,bloom-csv-question-b1d3c8a349baa5d0,Name the four major food groups.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-033610f6e711a6cf,bloom-csv-question-319d154f84b86cd6,Name the main characters in the story.,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-5b993320173e7307,bloom-csv-question-4a7cff6e9e7ee208,Name the property that states that,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-0259acd8330972b3,bloom-csv-question-76eaee135ff80690,Please label the diagram below:,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-b7c57d6cec498ad5,bloom-csv-question-a6115b314bd501bb,Recall basic math facts,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-8a4126e0131f2023,bloom-csv-question-74c07ee82671c4e7,Recall locations of a historical events,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-9fc1ce36a4e62d1b,bloom-csv-question-f9843be8fcb2591a,Recall the definition of the formula datatype from your assignment 2.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-e82eb5fbc43cefdd,bloom-csv-question-2c873476382c940d,Recall the equation for the Ideal Gas Law.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-484739f0ff31fba4,bloom-csv-question-064356254dd69a89,Recall the following pictoral example of an implementation of some queue operations,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context|possible_language_error|overlap_with_pone
bloom-csv-row-98853eee55a4c9aa,bloom-csv-question-948193de38202bef,recall the supply voltage constraints,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b193e5e1bd0f6dd6,bloom-csv-question-fdeac74a91257833,Recite a policy of immigration in Europe .,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b14a62556425a005,bloom-csv-question-20d46720f10fa342,"Recite the poem ""Auto Wreck"".",remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-80fdb27d9e337b77,bloom-csv-question-55b138d896fcc834,Recite the principles of the Data Protection Act.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-935b80adc841fb97,bloom-csv-question-98d76a49c6671b4e,Recite the the Gaussian law,remember,BT1,blooms_taxonomy_dataset_v1.csv,possible_language_error|overlap_with_pone
bloom-csv-row-5832e5f5974133c6,bloom-csv-question-8efe0f7aa7d8a4b7,State four attributes of well engineered software.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-83eea12efd74cb5c,bloom-csv-question-7d1bda941eb16cbe,State how to find a word in a dictionary,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-fef941907c8993cd,bloom-csv-question-0d9f6dba718f3568,State the characteristics of each type of corrosion testing studied,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-0b8bca1aa66edd42,bloom-csv-question-11cd497073159a4f,State the definition of application in Bloom's Taxonomy.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-d6b53a2f71a15e94,bloom-csv-question-affde85092c1d2b4,State the formula for the area of a circle,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-2decd89dae82b8d8,bloom-csv-question-93e9e5a7b52c5aea,State the guidelines to design an anodic protection system,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-4ed25e806d472fc6,bloom-csv-question-fd1d90b124d74689,State the pattern for expressing time in French.,remember,BT1,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-6ab6167e510f5678,bloom-csv-question-5bcc9a2c51abe7a2,Compare Calliope with Howie. Use the word bank.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-aef22dd51e45f685,bloom-csv-question-4b00d9db15a6088b,Compare historical events to contemporary situations,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-245a3e0a805feb20,bloom-csv-question-122a0994d7511613,Complete an analogy (analogy tasks are inference tasks),understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-5de61146bdbb15f2,bloom-csv-question-5165cd86f9282cea,Describe 4 types of coupling in software design.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-17e873d438fc74aa,bloom-csv-question-87cf6987ea986088,Describe how Phillip and Timothy survived on the Cay.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-409176dbfb177552,bloom-csv-question-8e3999bcf0e37a7c,Describe in prose what is shown in graph form.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-b194fe7e8205f4b2,bloom-csv-question-bfc0818125a6bf33,Describe in your own words how to borrow a book from the library.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-c9bf2b433bd54f57,bloom-csv-question-c0142cf1ab26614f,Describe in your own words how to copy text from one program into another.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-3f6f09060aa9fbff,bloom-csv-question-70ad7266ec090ef5,Describe in your own words what happens when a stream's velocity slows.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-8a9ece7938080535,bloom-csv-question-955b608814c9b0ea,Describe in your own words what is meant by a sprained ankle.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-15f69eef2e944abc,bloom-csv-question-604da08f7bea85be,Describe nuclear transport to a lay person.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-203ebf1cb44b0cc3,bloom-csv-question-c4443928b6daa238,Describe the Pareto Principle in statistical software quality assurance.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-44ea274dcd10a81d,bloom-csv-question-f37d67a12abc6b48,Describe what goes in each of the four areas on the first page of notes,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-fd52fa0d5fe6c395,bloom-csv-question-8c00e431a8c56508,Describe what took place as the Hato was sinking.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-8a6637bb8d90274a,bloom-csv-question-14b58ac2d35f67be,Describe how the linear polarization method can yield corrosion rates,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-18d9ae9cc6b136e6,bloom-csv-question-137a2f568560d983,Describe the major clinical differences between visceral and somatic pain,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-326644dac180cc76,bloom-csv-question-cef6b51ff641571e,Briefly describe the author's approach to the liabilities of the GOTO statement,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-380da69cee34a00a,bloom-csv-question-351beced23910de2,Describe what happened at...?,understand,BT2,blooms_taxonomy_dataset_v1.csv,placeholder|overlap_with_pone
bloom-csv-row-e9a209ff6ce55bf2,bloom-csv-question-b0b3af1bc8198e59,Determine the author's point of view,understand,BT2,blooms_taxonomy_dataset_v1.csv,encoding_normalized
bloom-csv-row-02fad7fc93d46bcd,bloom-csv-question-ae759251d37f666d,Determine the next number in a sequence,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b77b7a3d3afbc807,bloom-csv-question-330674391d41ffcc,Discuss the nature of socialism.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-af1a3ed6b9ba02b3,bloom-csv-question-ea416092e8cf5f3a,Explain how Timothy saved Phillip's life.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-233bb35be0869a93,bloom-csv-question-366fc5b9a72ee48a,Explain in one's own words how to create a query in a database.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b0bc29b9de1556d2,bloom-csv-question-1c8bb4b893c326c6,Explain in your own words what a recessive gene is.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-407c1afc796bde0a,bloom-csv-question-a6a79cd844ea66e6,Explain in your own words what do you mean by the term economics?,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-0f85d519d0f65dca,bloom-csv-question-cfc030ae77034253,Explain in your own words what is meant by mercantilism.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-dbf264612ec08cc2,bloom-csv-question-8e5c5604dbdd20bb,Explain the causes of historical events,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-74a9f017fed61442,bloom-csv-question-53b9428835b61244,Explain the communicative property.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ac54325c10f7805b,bloom-csv-question-354b9688ef48943b,"Explain the double meaning the author attributes to the term ""successive action descriptions""",understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ba5433538f963436,bloom-csv-question-6a0d5b3c96e73bfd,Explain the possible uses described in class for the space to the left of the vertical line.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-6e5cbd90d2cd76ed,bloom-csv-question-476b264c51dff331,Explain the process (paraphrase) for finding the perimeter of a rectangular garden,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ea37e8368bd59f3c,bloom-csv-question-2b43542ffef27d21,Explain what a poem means.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-aeef641ecc42a86d,bloom-csv-question-68a52cbc58848ff1,"Explain what the author means by the statement ""our intellectual powers are geared to master static relations.",understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-9c4507b0b3059174,bloom-csv-question-c6daeb6c5845c744,Express your opinion of 'Drugs in Sport' through poetry.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b3011cc060ffe918,bloom-csv-question-21012a40ea7232b7,From a blueprint to describe the article depicted.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-6a935794e582f6be,bloom-csv-question-3210587cc1861c51,"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-7446f3dc4599a7d3,bloom-csv-question-67948a4c410b387f,"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators",understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized|overlap_with_pone
bloom-csv-row-4821e0d75f40ff11,bloom-csv-question-7da23d1d32a5db41,"Illustrate this caption: ""Olympic as a Media Event in the Information Society""",understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-4d6ae69e9da0bea2,bloom-csv-question-6e961a080680d14a,Illustrate what you think the main idea was.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-7d1a8328014272a1,bloom-csv-question-547a0c8ca7a9404f,In one sentence explain the main idea of a written passage.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-1dc8b496650c86b8,bloom-csv-question-0cf50315a40b49bb,In one sentence illustrate the main point of a written passage.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-8452c0b2fb5397db,bloom-csv-question-38179c4afbfba467,Interpret the pictures.,understand,BT2,blooms_taxonomy_dataset_v1.csv,very_short|overlap_with_pone
bloom-csv-row-44db7957d984d0b8,bloom-csv-question-432b891afb1d0b1d,Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-6c50ea20a4448ab5,bloom-csv-question-526f91177211fc08,Outline the most important insight of the tale.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-5a89dd41a71cbc5e,bloom-csv-question-061d777b412c2a11,Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-a36c8f18d8cd36da,bloom-csv-question-c86e37b89995ef0c,"Outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools",understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-bcef4d663c9f9d69,bloom-csv-question-6d89cc253cb31bc5,Paraphrase an important speech,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-81c6786bd15eab34,bloom-csv-question-ff6047f630d532b4,Paraphrase what Hamlet is saying in his soliloquy.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-2638db8538bf8936,bloom-csv-question-6ee4ab1282b3e227,Paraphrase the poem in your own words,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-a6d40d56bbab9144,bloom-csv-question-08b0781e18d64d45,"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-95f9e30fe4629c34,bloom-csv-question-e7ad68a8351c02df,Describe the output of this program fragment:,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-786655ef673f62bb,bloom-csv-question-fae45fda377983bc,Classify types of corrosion inhibitors,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized|overlap_with_pone
bloom-csv-row-ffb4b2ac2dd143d0,bloom-csv-question-2bd4e329478a76a3,would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-b1e1a941ba104896,bloom-csv-question-2d5ce932f4494b7e,"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-770177b85af39d2b,bloom-csv-question-541a7f429b51b36d,"Classify the following substances as particle, atom, element, molecule, compound",understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-a0d029b3da536a13,bloom-csv-question-a558df1c2cbb7d06,How would you classify the geographic location of your school,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ac33f8ed7eb13215,bloom-csv-question-9a1e0d43cf43cef9,Classify animals into two groups.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-47cdffc6b5f7715e,bloom-csv-question-8d794b07e96f3e2c,Classify celebrations into family and community categories.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-668ca1ccdb37088f,bloom-csv-question-d3f06504d6ac1624,Classify frogs toads and other amphibians.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-a4ba2f54ce12c1bb,bloom-csv-question-250afa38943a43e1,Restate main idea of story in own words.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-6fab68d83e857377,bloom-csv-question-87949f70028cd4f8,Restate the Olympic motto in your own words.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-717faafcf831c9ed,bloom-csv-question-ce53d527be565419,Retell the story in your words.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-8f7bdcd62bd492a2,bloom-csv-question-4c212f668f2f2b2a,Rewrite the principles of test writing.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-98e2e4cf45a64e1b,bloom-csv-question-72bed50bcf726c3d,Rewrite you predicted equation for the ideal gas law,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-8cac81199024b130,bloom-csv-question-1cbce3238bf2816c,Rewrite the markov matrix to account for this slight change.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ad238b84f0692931,bloom-csv-question-18d2c8fbeb26b6b3,"Rewrite the sentence in your head, following the direction given below",understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-d7c0c993cf55aa1e,bloom-csv-question-7c1972733e1ce594,Rewrite a part in the poem using a different speaker,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-ac072113df058980,bloom-csv-question-6ed7080767120dc9,Select the best title for a passage,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
bloom-csv-row-2cb0b9cbc276ae20,bloom-csv-question-85a23ae70261f537,State in your own words the rule for balls and strikes in baseball.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-2d0b2a26f08ebc76,bloom-csv-question-5e6d809ce7adb771,State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,understand,BT2,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-67302972f07e1ce7,bloom-csv-question-4fb404d0ddd74523,Apply laws of statistics to evaluate the reliability of a written test.,apply,BT3,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-1e9054db714e9bed,bloom-csv-question-85766f3c2935b1be,Apply shading to produce depth in drawing.,apply,BT3,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-43e63d932cc74db0,bloom-csv-question-c238101bf80cb940,Apply the rule of law to a new situation,apply,BT3,blooms_taxonomy_dataset_v1.csv,overlap_with_pone
bloom-csv-row-6d1ac1843dcdcd3c,bloom-csv-question-371212ba600d2cb8,Apply the storytelling technique here to a little story of your own.,apply,BT3,blooms_taxonomy_dataset_v1.csv,missing_context|overlap_with_pone
