row_id,question_group_id,question,bloom_level,source_category,source_document,quality_flags
bloom-csv-row-e400df534ba9eda8,bloom-csv-question-b0c06d2b78d304b9,List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices.,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-36ed30e3a3e377ad,bloom-csv-question-f94bc6aff5f1afe7,Write short notes on the structure of RNA.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-bc7d9c3eeb8c443f,bloom-csv-question-308271606233b961,A PIC 18 is connected to the 4MHz crystal oscillator.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-d06ca88b3028ca0d,bloom-csv-question-664a26167b26d2a9,What are the file access methods?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-d39e8121dd876b12,bloom-csv-question-cd19bcbfa4208771,"Referring to the advertisement design below, evaluate the usage of Dominance and Unity in principles of design.",evaluate,BT5,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-512206960ba5b7ee,bloom-csv-question-16019d7fc5ba7b9a,A fair coin is tossed 64 times.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-fcb0e6a0d9f4a03f,bloom-csv-question-a083dc5a11896462,What do you mean by Widmanstatten Structure?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-595d22f324e928d4,bloom-csv-question-b3d3a50bfdd841c2,Design a spring for a balance to measure 0 to 1000 N over a scale of length 80 mm.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-35d92ac8c01a5733,bloom-csv-question-0359ec7fb6499a9c,Give the specifications and applications of SCR.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-1ec21811f76b6059,bloom-csv-question-1c31d03892e463fc,Causes of Gear Tooth Failure explain in detail.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-1ff9df2489850958,bloom-csv-question-cabf9a17e6b03c98,Describe the types of vibrators used for compaction of concrete.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-8a2ded85a49977a6,bloom-csv-question-60a731f25132a54e,What are the causes of an earthquakes.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-ea4e7d7c9b122244,bloom-csv-question-df18d5c1a1e05c6a,What is Biomass?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-72a9d00c92ddf738,bloom-csv-question-74cf524c8bf027ab,Explain the use of for loop with syntax and suitable programming example in Java.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-b0c5b5c70b6b5812,bloom-csv-question-776cf20e1df36908,"Draw the band diagram of a reverse biased pn junction. With reference to the band diagram and charge carriers, explain why there is negligible current flow in the diode.",understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized|missing_context
bloom-csv-row-bc6ac702df7703f9,bloom-csv-question-ad43468f6ac9c7ce,The pre-planning stage of a lesson takes into consideration several factors. Name FIVE (5) external factors and briefly explain the importance of each of the factors.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-10f3b6dbf915bc12,bloom-csv-question-3b7c5b663252ffcc,Differentiate between Convective and local Accelerations.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c5d7dd9fe9749af1,bloom-csv-question-70b0be07dbbfc92a,Describe Packet format of IPv6 in detail with suitable diagram.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-efcf0de48d9b7d41,bloom-csv-question-1cbf3d49482c0b85,List FIVE (5) basic types of research.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-166b5293ab4d838f,bloom-csv-question-537913875ac5997e,Give the mechanism of nitration of benzene.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-64efd1803d6c9f1e,bloom-csv-question-df7044ff9dc630dc,What is the significance of coating on the material properties?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-b97cbf9ee8a4fcba,bloom-csv-question-44296c40b94677ba,Determine the doping levels in the respective regions.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-7eff02f89e4cff0a,bloom-csv-question-e180180a443b8f70,How is the equilibrium constant K related to the standard free energy change?,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-5e6e7eb62badf5ba,bloom-csv-question-98e1f0f195d1a06e,Write a short note on bearing materials.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-7df56946b67e128b,bloom-csv-question-30f48425c98eff85,Explain in detail the importance of preliminary geological exploration in civil engineering projects.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-a82428c7e613df22,bloom-csv-question-a4ded55530c523d8,Write short note on current boosting regulator.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-f586fb71e2b0ef16,bloom-csv-question-6bbcfcfb3f6c5ac8,Derive formula for numerical differentiation of first order using Newton’s forward interpolation technique.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,encoding_normalized
bloom-csv-row-1501718b72c59137,bloom-csv-question-19e69b526d8c9001,Explain in brief the direct screen stencil making process.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-97e078cc56d1a16c,bloom-csv-question-512266ff4c3c867a,"Using the process approach in writing composition, describe the activities you would carry out to write a composition entitled 'A visit to a zoo in a Form 1 class.",understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-56ff4535294d7fdc,bloom-csv-question-fc8e1d910f18964f,Define Usability.,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-30752dff98fe46c2,bloom-csv-question-562446c4f905242e,State and explain the working principle of the DC generator along with a diagram.,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized|missing_context
bloom-csv-row-ba680e13bd8a1dc8,bloom-csv-question-f79e2202841a867c,Compare linear and switching mode power supply.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-03811b0ea603d69a,bloom-csv-question-6d2e45c84e45f1e6,Draw Production Possibilities Frontier and Trading Possibilities Frontier for China and Thailand. Clearly label the total output before specialization and total output after trade in the diagrams.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-f0b97be073bcf60d,bloom-csv-question-4d40870ec0ed20a4,Explain effective modular design with neat diagram.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-dfe228d762870c2b,bloom-csv-question-045cc3dcff57ddc8,Draw the ASM chart for the following state machine.,apply,BT3,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-d853cebfd44428be,bloom-csv-question-e06a234220f408c9,What is configuration identification in SCM?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-25981fc18d1e7ed9,bloom-csv-question-e7ba9d7e0fdbc57f,List and explain various features of virtual 8086 mode.,remember,BT1,blooms_taxonomy_dataset_v1.csv,source_duplicate
bloom-csv-row-602a47dbd4b08921,bloom-csv-question-2d36e2e6103a734d,Explain model for network security.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-cebd1f0a817d6abb,bloom-csv-question-f730ce7babc406dc,Explain Demand and supply curve.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-d6c08fd015643ba5,bloom-csv-question-47841651ed7bdd88,Describe the THREE (3) causes of concrete blister.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-66bca2f818a4fbda,bloom-csv-question-11e66082eb57c0ef,Explain transfer function of an AC servo motor with suitable diagram.,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-98217a6ab7822bd4,bloom-csv-question-1132f5a26615281b,What is Design?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-f0defb7b532869be,bloom-csv-question-b0893258a0c05d9f,Illustrate the THREE (3) advantages of silicon over germanium.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-c10ce2193d99cd85,bloom-csv-question-b20a93adec00f2e4,Explain the representation of polynomial using GLL.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c272ff7b83e96eac,bloom-csv-question-a469e8bb59fa467b,State the different applications of contour lines.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-4b2276347699f910,bloom-csv-question-c7c63080549f5491,A girder or uniform section and constant depth is freely supported over a span of 200 Centimeters.,apply,BT3,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-9966d3c8b0065257,bloom-csv-question-c8fb97f8acc91b81,What is Decomposition Technique?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-a806bb6bb0bf00ff,bloom-csv-question-8536331c5de607da,Describe the historical development of wind turbine on global level.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-7b32c5039107efb4,bloom-csv-question-b68999cb6128dd4b,List the SEVEN (7) stages of the development process of a building project.,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-4bffb90c35eca971,bloom-csv-question-381498606cb45caa,Draw and discuss the bimetallic thermometer.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-432fca3b37507cf7,bloom-csv-question-f515da7fbefb59a5,Explain in detail pipeline performance.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-61220677b5886986,bloom-csv-question-8c0fd0a10f686e4e,Describe the circumstances when tertiary treatment of wastewater is necessary.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-3edd05e211852d7c,bloom-csv-question-5b566d8d507792f0,Calculate the average holding and setup cost per year.,apply,BT3,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-9a24a9d39e159074,bloom-csv-question-921f42eae2e41eb9,"""The bullwhip measure can be used to analyze supply chains. Nevertheless, inaccurate measures taken in addressing variance amplification can have ramifications"". Explain this statement.",understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-c320f01d33c58b21,bloom-csv-question-75ee8546d125624c,Explain the working o single-phase full wave centre tapped rectifier with pure resistive laod.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-0861238174b42233,bloom-csv-question-27ed4978cacd0229,State the different patterns of counter showing natural features.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-bbc06b89fd865fcc,bloom-csv-question-f6c21fe4880e6a51,Explain the possible flow patterns in the culvert depending on the level of the rain water in the car park and the drain channel.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-f6df30c542f143df,bloom-csv-question-4b2851c040dd6369,Use minimum 8 functions of Deque STL.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-3764973b95bbe4ea,bloom-csv-question-c4806a33724edc8d,Evaluate 1 2 01dx x using Trapezoidal rule taking h = 1 4.,apply,BT3,blooms_taxonomy_dataset_v1.csv,encoding_normalized|encoding_artifact
bloom-csv-row-93a021cc517cac8d,bloom-csv-question-1bc62a590a3a12ca,Explore the role of various fields in Page Level Protection.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-0bde4252a350c1f6,bloom-csv-question-fed9f52612a7c055,Explain construction and working of RVDT with neat diagram.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-5b1d643f1dedaac2,bloom-csv-question-782d61659916d616,Elaborate the term of national income as used in building economics.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-ffd09204f32461be,bloom-csv-question-53b1cf2dcbfff621,Write short note on IEEE 802.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-8e1975df1c0a2d8d,bloom-csv-question-603f4d85e8cae58e,What are fractals?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-e79e767980e77f82,bloom-csv-question-cefe549997513355,What is SMPS? Explain working principle of it.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-6674544dde7de56c,bloom-csv-question-880a352c3f95bda3,Show that the vector Field.,evaluate,BT5,blooms_taxonomy_dataset_v1.csv,source_duplicate
bloom-csv-row-7e235092ec86a01f,bloom-csv-question-4505b506a703a551,State Lambert and Beer laws and derive the combined law equation.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-2a0fc69d51486977,bloom-csv-question-20304ca7e0ccac9a,Describe how soils are involved in the greenhouse effects.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-73743bcb27840376,bloom-csv-question-98e436706b7c6777,How folds are developed?,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-2f562cbb71fa3517,bloom-csv-question-1632095dbd12d1e6,What is meant by multicore architecture?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-1257741639f727c6,bloom-csv-question-a1c82cf979a5e1eb,Discuss in detail preliminary geological work on dam and reservoir.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-b628d20b644a0370,bloom-csv-question-eedb3bf20583128f,What are the variants of recursion.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-11b8ff038fdb4d1b,bloom-csv-question-4db0d5ed4bc58698,With suitable diagram explain constructional details of 3 phase slipring induction motor,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-0926cea1a4d7987f,bloom-csv-question-ab3565403feee1ce,How Basic Arithmetic operations are performed using ALU IC 74181?,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-3214517991d2340c,bloom-csv-question-8120af81f58d5dc3,Explain the use of BSR mode of 8255.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-9a1ef18f4ede2f50,bloom-csv-question-b78a7585707d48e4,State the Characteristics of contour lines?,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-8822cc50d0e7bd01,bloom-csv-question-fdea3df455aca760,Discuss “Swedish Slip Circle Method” for stability analysis of finite slope.,remember,BT1,blooms_taxonomy_dataset_v1.csv,encoding_normalized
bloom-csv-row-46f8aaf98777e9f7,bloom-csv-question-adaf369504ec1b85,State TWO (2) subsystems of AIS.,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-e517155fcd2faa8a,bloom-csv-question-57a065278a696c8b,What is Remote sensing?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-14b6e69b485d9f60,bloom-csv-question-c83d83c70a072a2f,What is the necessity of ventilation and explain types of ventilation?,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-7dda00135343fdef,bloom-csv-question-7b1e29a752e674ff,Draw and explain block diagram of SMPS.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-477b0604334b3216,bloom-csv-question-3226c2286d27a1f7,Find the inverse Laplace transform of given network given F( s).,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-13e52cf5000a0499,bloom-csv-question-292fc66104447007,National income can be calculated using three approaches. State the THREE (3) approaches.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c00df383376ee06b,bloom-csv-question-c7c12783005867af,"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions.",create,BT6,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-b31a2bc60c7479f9,bloom-csv-question-7dfb314ad05a18b0,Explain 1860 with block diagram.,understand,BT2,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-1a8cc4c07219cdf7,bloom-csv-question-8fddf7a05535e56d,Explain qualitative and quantitative data.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-f4138ba191426fad,bloom-csv-question-9a40156c4fd54d76,Explain why a sustained inflation is a purely monetary phenomenon and cannot exist without the cooperation of the Bank Negara Malaysia (BNM).,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-c1dd44736e1baa99,bloom-csv-question-b209b18d5ab55424,Explain different methods to handle multiple interrupt request.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-0e790fd7695338ff,bloom-csv-question-f3581132cf2aab61,List various types of flow control valve.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-08beffe4d8187b34,bloom-csv-question-c4bf5aa9be2d80b7,What is Sub Zero Treatment and why is it necessary?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-faba2a23a55d3590,bloom-csv-question-405e5f9233166778,Write a short note on control system and electronics.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-a270592ad40dd2c0,bloom-csv-question-939ea068fce8ac25,Explain Landslides causes and remedial measures.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-413ecd625cd2627d,bloom-csv-question-6c38a2b46f0ca99e,Explain Soft and hard solder.,understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c345bda46f3b2b36,bloom-csv-question-a0315b9923a21e01,What is BGP?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-e8e46c3b0794da03,bloom-csv-question-add72ac1e8f88319,Explain the function of International Monetary Fund (IMF).,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-1d014969d9c48f09,bloom-csv-question-69262867177a7191,List the advantages and disadvantages of FM over AM.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-786629f59bbfa358,bloom-csv-question-cd9b15e119e82638,Barbie Dolls have been banned in some of countries. Provide FOUR (4) countries and evaluate the reason behind the ban.,evaluate,BT5,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-3612c9e98380f7dd,bloom-csv-question-47c9fbc66d4324dc,"The Malaysian economy is currently operating at the natural level of output. In order to be a high-income country in 2020, government of Malaysia decides to increase the government spending. Discuss the effects of the event on the price level, unemployment and output in the long run and short run in Malaysia with appropriate diagrams.",understand,BT2,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c135b52730c216d2,bloom-csv-question-c139fc514edb9feb,Describe the historical development of wind turbine on Indian level.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-8e9ac5d5a3c3d317,bloom-csv-question-98b172ed2f9c6cdd,Depict the figure showing he feeder pathways for glycolysis.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-541c2750d2ebd59f,bloom-csv-question-0a1af9e24bf249c7,Describe Logical Programming.,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-ed69782128301c28,bloom-csv-question-1ff7de69656a2cb1,State and prove sampling theorem with suitable waveform and mathematical expression?,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-9a80d6fbff4425af,bloom-csv-question-84434acf371195db,Define graphic design and product design.,remember,BT1,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-119f82089da250b9,bloom-csv-question-8e4513c779a0db5f,Describe V AT Polymerization process in short.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-fb86ec7a2d9aee7d,bloom-csv-question-6455c7381e26e445,Explain and differentiate between TWO types of aggregations when colloidal particles are unstable.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-17f1a6616292c527,bloom-csv-question-81412571df28c2de,Define Draft tube.,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-1cc9df188e031876,bloom-csv-question-73f5eb60978884a4,What is perspective projection?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-7ca515ca9299c8ba,bloom-csv-question-449774d8acdb15ad,State following statements are True of False.,remember,BT1,blooms_taxonomy_dataset_v1.csv,missing_context
bloom-csv-row-2cd6d17a8e0bd527,bloom-csv-question-2ec3e721032d591c,"Write recursive function for in-order, pre-order and post-order traversal of Binary tree.",apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-427452e8a649724f,bloom-csv-question-42164d2441fd9d46,Define transducer and state detailed classification of transducers.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-8015c06a36e9ed89,bloom-csv-question-c3826b81d1ff9e26,A badminton hall to be provided with a lighting installation.,apply,BT3,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-8a4a553406900dab,bloom-csv-question-1b03f06cdc70bbba,What is Template?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short|source_duplicate
bloom-csv-row-bad90145b2f9b1f3,bloom-csv-question-d0f8491497408b73,Show that the wavefunction of a free particle is a plane wave.,apply,BT3,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-f07f984138fe039e,bloom-csv-question-2167b8750240e1a9,Draw and explain the ARM family core architecture?,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-84b429563e320298,bloom-csv-question-6063a5bbb746c370,What is MOD counter ?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-b78a81a15ab23e54,bloom-csv-question-955898cd46b44d94,Explain Calorific Value.,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-9c68a4ca86dc2d08,bloom-csv-question-ac9dd9eecfb44c5a,What is File?,remember,BT1,blooms_taxonomy_dataset_v1.csv,very_short
bloom-csv-row-b145dde4c1a6ff8c,bloom-csv-question-8b86d243eba34283,Explain fiber reinforced composites and particle reinforced composites.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-37536e00ae1a2128,bloom-csv-question-443a260c90d064d3,"""Firms can use existing brand names or create new brands on the internet"". Evaluate the above statement.",evaluate,BT5,blooms_taxonomy_dataset_v1.csv,whitespace_normalized|missing_context
bloom-csv-row-3a8d1da29405a611,bloom-csv-question-76a01b187d303cef,Write a short note on Saytzeff rule.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-44a8256b609d680f,bloom-csv-question-e91ebb9d3860769f,State the necessary conditions for parallel operation of transformers.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-baac94665a85242e,bloom-csv-question-d1b7aee449534867,Describe MOST with suitable illustration.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-709505da88984494,bloom-csv-question-64d2cd727e10ef19,Explain the properties of instantaneous centre of rotation.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-2e510a6a8670ba93,bloom-csv-question-6fbc10edf28543a5,Explain Kinematic modeling in Virtual Reality.,analyze,BT4,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-e8501b2b9f027661,bloom-csv-question-fdb2fb97ad6e6b58,"The correlation between the S&P 500 index fund and the emerging market fund is zero. Consider portfolio A, which consists of 80% of the S&P index fund and 20% of the emerging-market fund. Calculate portfolio A's expected return and standard deviation.",apply,BT3,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-4f490610784f5559,bloom-csv-question-0d0a85ccee00130e,What are Pumps and Compressor used in Hydraulic and Pneumatic Systems?,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-4514b92bfecf1182,bloom-csv-question-0065ab7878f9159c,Illustrate with example the FOUR (4) advantages of photography.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-2fadcdd8b0388572,bloom-csv-question-894be4631b390ee0,Enlist different names of satellite and state features of any two of them.,remember,BT1,blooms_taxonomy_dataset_v1.csv,none
bloom-csv-row-c214ffb0c2788bd6,bloom-csv-question-2e6a461b67da2afb,Define economic threshold and its use.,understand,BT2,blooms_taxonomy_dataset_v1.csv,whitespace_normalized
bloom-csv-row-a02c059cd496a25a,bloom-csv-question-b3d312e1e7519a6b,Construct the binary search tree (BST) from the following elements.,apply,BT3,blooms_taxonomy_dataset_v1.csv,missing_context
